Level	Rule Name	Subject	Property	Value
WARN	multiple_asserted_superclasses	CHEBI:24532	rdfs:subClassOf	CHEBI:5686	
WARN	multiple_asserted_superclasses	CHEBI:24651	rdfs:subClassOf	CHEBI:25806	
WARN	multiple_asserted_superclasses	CHEBI:24651	rdfs:subClassOf	CHEBI:33608	
WARN	multiple_asserted_superclasses	CHEBI:24651	rdfs:subClassOf	CHEBI:37577	
WARN	multiple_asserted_superclasses	CHEBI:24833	rdfs:subClassOf	BFO:0000004	
WARN	multiple_asserted_superclasses	CHEBI:24833	rdfs:subClassOf	CHEBI:24651	
WARN	multiple_asserted_superclasses	CHEBI:24834	rdfs:subClassOf	CHEBI:22563	
WARN	multiple_asserted_superclasses	CHEBI:24834	rdfs:subClassOf	CHEBI:36914	
WARN	multiple_asserted_superclasses	CHEBI:24839	rdfs:subClassOf	CHEBI:24835	
WARN	multiple_asserted_superclasses	CHEBI:24839	rdfs:subClassOf	CHEBI:24866	
WARN	multiple_asserted_superclasses	CHEBI:24867	rdfs:subClassOf	CHEBI:24870	
WARN	multiple_asserted_superclasses	CHEBI:24867	rdfs:subClassOf	CHEBI:33238	
WARN	multiple_asserted_superclasses	CHEBI:25111	rdfs:subClassOf	CHEBI:25216	
WARN	multiple_asserted_superclasses	CHEBI:25111	rdfs:subClassOf	CHEBI:38251	
WARN	multiple_asserted_superclasses	CHEBI:25213	rdfs:subClassOf	CHEBI:23906	
WARN	multiple_asserted_superclasses	CHEBI:25213	rdfs:subClassOf	CHEBI:36915	
WARN	multiple_asserted_superclasses	CHEBI:25216	rdfs:subClassOf	CHEBI:26214	
WARN	multiple_asserted_superclasses	CHEBI:25216	rdfs:subClassOf	CHEBI:33240	
WARN	multiple_asserted_superclasses	CHEBI:25216	rdfs:subClassOf	CHEBI:33909	
WARN	multiple_asserted_superclasses	CHEBI:25362	rdfs:subClassOf	CHEBI:25367	
WARN	multiple_asserted_superclasses	CHEBI:25362	rdfs:subClassOf	CHEBI:33259	
WARN	multiple_asserted_superclasses	CHEBI:25555	rdfs:subClassOf	BFO:0000004	
WARN	multiple_asserted_superclasses	CHEBI:25555	rdfs:subClassOf	CHEBI:25585	
WARN	multiple_asserted_superclasses	CHEBI:25555	rdfs:subClassOf	CHEBI:33300	
WARN	multiple_asserted_superclasses	CHEBI:25696	rdfs:subClassOf	CHEBI:22563	
WARN	multiple_asserted_superclasses	CHEBI:25696	rdfs:subClassOf	CHEBI:25699	
WARN	multiple_asserted_superclasses	CHEBI:25697	rdfs:subClassOf	CHEBI:25699	
WARN	multiple_asserted_superclasses	CHEBI:25697	rdfs:subClassOf	CHEBI:36916	
WARN	multiple_asserted_superclasses	CHEBI:25699	rdfs:subClassOf	CHEBI:24870	
WARN	multiple_asserted_superclasses	CHEBI:25699	rdfs:subClassOf	CHEBI:50860	
WARN	multiple_asserted_superclasses	CHEBI:25701	rdfs:subClassOf	CHEBI:25741	
WARN	multiple_asserted_superclasses	CHEBI:25701	rdfs:subClassOf	CHEBI:72695	
WARN	multiple_asserted_superclasses	CHEBI:25741	rdfs:subClassOf	CHEBI:25806	
WARN	multiple_asserted_superclasses	CHEBI:25741	rdfs:subClassOf	CHEBI:37577	
WARN	multiple_asserted_superclasses	CHEBI:25805	rdfs:subClassOf	BFO:0000004	
WARN	multiple_asserted_superclasses	CHEBI:25805	rdfs:subClassOf	CHEBI:25585	
WARN	multiple_asserted_superclasses	CHEBI:25805	rdfs:subClassOf	CHEBI:33303	
WARN	multiple_asserted_superclasses	CHEBI:26710	rdfs:subClassOf	CHEBI:23367	
WARN	multiple_asserted_superclasses	CHEBI:26710	rdfs:subClassOf	CHEBI:36093	
WARN	multiple_asserted_superclasses	CHEBI:26710	rdfs:subClassOf	CHEBI:38702	
WARN	multiple_asserted_superclasses	CHEBI:26714	rdfs:subClassOf	CHEBI:26712	
WARN	multiple_asserted_superclasses	CHEBI:26714	rdfs:subClassOf	CHEBI:35479	
WARN	multiple_asserted_superclasses	CHEBI:26932	rdfs:subClassOf	CHEBI:33833	
WARN	multiple_asserted_superclasses	CHEBI:26932	rdfs:subClassOf	CHEBI:38077	
WARN	multiple_asserted_superclasses	CHEBI:27594	rdfs:subClassOf	BFO:0000004	
WARN	multiple_asserted_superclasses	CHEBI:27594	rdfs:subClassOf	CHEBI:25585	
WARN	multiple_asserted_superclasses	CHEBI:27594	rdfs:subClassOf	CHEBI:33306	
WARN	multiple_asserted_superclasses	CHEBI:29067	rdfs:subClassOf	CHEBI:25696	
WARN	multiple_asserted_superclasses	CHEBI:29067	rdfs:subClassOf	CHEBI:35406	
WARN	multiple_asserted_superclasses	CHEBI:29101	rdfs:subClassOf	CHEBI:25414	
WARN	multiple_asserted_superclasses	CHEBI:29101	rdfs:subClassOf	CHEBI:33504	
WARN	multiple_asserted_superclasses	CHEBI:29101	rdfs:subClassOf	CHEBI:37246	
WARN	multiple_asserted_superclasses	CHEBI:29101	rdfs:subClassOf	CHEBI:60242	
WARN	multiple_asserted_superclasses	CHEBI:29412	rdfs:subClassOf	CHEBI:33693	
WARN	multiple_asserted_superclasses	CHEBI:29412	rdfs:subClassOf	CHEBI:50313	
WARN	multiple_asserted_superclasses	CHEBI:30217	rdfs:subClassOf	CHEBI:33309	
WARN	multiple_asserted_superclasses	CHEBI:30217	rdfs:subClassOf	CHEBI:33559	
WARN	multiple_asserted_superclasses	CHEBI:30879	rdfs:subClassOf	CHEBI:33822	
WARN	multiple_asserted_superclasses	CHEBI:30879	rdfs:subClassOf	FOODON:00002123	
WARN	multiple_asserted_superclasses	CHEBI:33242	rdfs:subClassOf	CHEBI:24835	
WARN	multiple_asserted_superclasses	CHEBI:33242	rdfs:subClassOf	CHEBI:33692	
WARN	multiple_asserted_superclasses	CHEBI:33245	rdfs:subClassOf	CHEBI:37175	
WARN	multiple_asserted_superclasses	CHEBI:33245	rdfs:subClassOf	CHEBI:50860	
WARN	multiple_asserted_superclasses	CHEBI:33250	rdfs:subClassOf	BFO:0000040	
WARN	multiple_asserted_superclasses	CHEBI:33250	rdfs:subClassOf	CHEBI:24431	
WARN	multiple_asserted_superclasses	CHEBI:33253	rdfs:subClassOf	CHEBI:36339	
WARN	multiple_asserted_superclasses	CHEBI:33253	rdfs:subClassOf	CHEBI:36347	
WARN	multiple_asserted_superclasses	CHEBI:33262	rdfs:subClassOf	CHEBI:24835	
WARN	multiple_asserted_superclasses	CHEBI:33262	rdfs:subClassOf	CHEBI:25806	
WARN	multiple_asserted_superclasses	CHEBI:33262	rdfs:subClassOf	CHEBI:33259	
WARN	multiple_asserted_superclasses	CHEBI:33262	rdfs:subClassOf	FOODON:03412972	
WARN	multiple_asserted_superclasses	CHEBI:33267	rdfs:subClassOf	CHEBI:33465	
WARN	multiple_asserted_superclasses	CHEBI:33267	rdfs:subClassOf	CHEBI:51143	
WARN	multiple_asserted_superclasses	CHEBI:33273	rdfs:subClassOf	CHEBI:22563	
WARN	multiple_asserted_superclasses	CHEBI:33273	rdfs:subClassOf	CHEBI:36358	
WARN	multiple_asserted_superclasses	CHEBI:33308	rdfs:subClassOf	CHEBI:35701	
WARN	multiple_asserted_superclasses	CHEBI:33308	rdfs:subClassOf	CHEBI:36586	
WARN	multiple_asserted_superclasses	CHEBI:33309	rdfs:subClassOf	CHEBI:138675	
WARN	multiple_asserted_superclasses	CHEBI:33309	rdfs:subClassOf	CHEBI:25585	
WARN	multiple_asserted_superclasses	CHEBI:33309	rdfs:subClassOf	CHEBI:33318	
WARN	multiple_asserted_superclasses	CHEBI:33408	rdfs:subClassOf	CHEBI:24833	
WARN	multiple_asserted_superclasses	CHEBI:33408	rdfs:subClassOf	CHEBI:33302	
WARN	multiple_asserted_superclasses	CHEBI:33429	rdfs:subClassOf	CHEBI:23905	
WARN	multiple_asserted_superclasses	CHEBI:33429	rdfs:subClassOf	CHEBI:36830	
WARN	multiple_asserted_superclasses	CHEBI:33431	rdfs:subClassOf	CHEBI:23117	
WARN	multiple_asserted_superclasses	CHEBI:33431	rdfs:subClassOf	CHEBI:33434	
WARN	multiple_asserted_superclasses	CHEBI:33432	rdfs:subClassOf	CHEBI:33431	
WARN	multiple_asserted_superclasses	CHEBI:33432	rdfs:subClassOf	CHEBI:33433	
WARN	multiple_asserted_superclasses	CHEBI:33455	rdfs:subClassOf	CHEBI:33408	
WARN	multiple_asserted_superclasses	CHEBI:33455	rdfs:subClassOf	CHEBI:51143	
WARN	multiple_asserted_superclasses	CHEBI:33458	rdfs:subClassOf	CHEBI:33459	
WARN	multiple_asserted_superclasses	CHEBI:33458	rdfs:subClassOf	CHEBI:51143	
WARN	multiple_asserted_superclasses	CHEBI:33459	rdfs:subClassOf	CHEBI:33302	
WARN	multiple_asserted_superclasses	CHEBI:33459	rdfs:subClassOf	CHEBI:35406	
WARN	multiple_asserted_superclasses	CHEBI:33465	rdfs:subClassOf	CHEBI:24835	
WARN	multiple_asserted_superclasses	CHEBI:33465	rdfs:subClassOf	CHEBI:33259	
WARN	multiple_asserted_superclasses	CHEBI:33465	rdfs:subClassOf	CHEBI:33302	
WARN	multiple_asserted_superclasses	CHEBI:33575	rdfs:subClassOf	CHEBI:35605	
WARN	multiple_asserted_superclasses	CHEBI:33575	rdfs:subClassOf	CHEBI:36586	
WARN	multiple_asserted_superclasses	CHEBI:33575	rdfs:subClassOf	CHEBI:64709	
WARN	multiple_asserted_superclasses	CHEBI:33659	rdfs:subClassOf	CHEBI:33655	
WARN	multiple_asserted_superclasses	CHEBI:33659	rdfs:subClassOf	CHEBI:33832	
WARN	multiple_asserted_superclasses	CHEBI:33679	rdfs:subClassOf	CHEBI:33583	
WARN	multiple_asserted_superclasses	CHEBI:33679	rdfs:subClassOf	CHEBI:33674	
WARN	multiple_asserted_superclasses	CHEBI:33692	rdfs:subClassOf	CHEBI:33608	
WARN	multiple_asserted_superclasses	CHEBI:33692	rdfs:subClassOf	CHEBI:37577	
WARN	multiple_asserted_superclasses	CHEBI:33694	rdfs:subClassOf	CHEBI:33839	
WARN	multiple_asserted_superclasses	CHEBI:33694	rdfs:subClassOf	CHEBI:50860	
WARN	multiple_asserted_superclasses	CHEBI:33822	rdfs:subClassOf	CHEBI:24651	
WARN	multiple_asserted_superclasses	CHEBI:33822	rdfs:subClassOf	CHEBI:50860	
WARN	multiple_asserted_superclasses	CHEBI:33832	rdfs:subClassOf	CHEBI:33595	
WARN	multiple_asserted_superclasses	CHEBI:33832	rdfs:subClassOf	CHEBI:72695	
WARN	multiple_asserted_superclasses	CHEBI:33833	rdfs:subClassOf	CHEBI:24532	
WARN	multiple_asserted_superclasses	CHEBI:33833	rdfs:subClassOf	CHEBI:33659	
WARN	multiple_asserted_superclasses	CHEBI:33839	rdfs:subClassOf	CHEBI:23367	
WARN	multiple_asserted_superclasses	CHEBI:33839	rdfs:subClassOf	CHEBI:36357	
WARN	multiple_asserted_superclasses	CHEBI:33958	rdfs:subClassOf	CHEBI:24866	
WARN	multiple_asserted_superclasses	CHEBI:33958	rdfs:subClassOf	CHEBI:37578	
WARN	multiple_asserted_superclasses	CHEBI:33976	rdfs:subClassOf	CHEBI:25108	
WARN	multiple_asserted_superclasses	CHEBI:33976	rdfs:subClassOf	CHEBI:35217	
WARN	multiple_asserted_superclasses	CHEBI:35106	rdfs:subClassOf	CHEBI:35881	
WARN	multiple_asserted_superclasses	CHEBI:35106	rdfs:subClassOf	CHEBI:51143	
WARN	multiple_asserted_superclasses	CHEBI:35217	rdfs:subClassOf	CHEBI:33299	
WARN	multiple_asserted_superclasses	CHEBI:35217	rdfs:subClassOf	CHEBI:36562	
WARN	multiple_asserted_superclasses	CHEBI:35352	rdfs:subClassOf	CHEBI:33285	
WARN	multiple_asserted_superclasses	CHEBI:35352	rdfs:subClassOf	CHEBI:51143	
WARN	multiple_asserted_superclasses	CHEBI:35406	rdfs:subClassOf	CHEBI:25741	
WARN	multiple_asserted_superclasses	CHEBI:35406	rdfs:subClassOf	CHEBI:33273	
WARN	multiple_asserted_superclasses	CHEBI:35472	rdfs:subClassOf	CHEBI:23888	
WARN	multiple_asserted_superclasses	CHEBI:35472	rdfs:subClassOf	CHEBI:67079	
WARN	multiple_asserted_superclasses	CHEBI:35479	rdfs:subClassOf	CHEBI:24866	
WARN	multiple_asserted_superclasses	CHEBI:35479	rdfs:subClassOf	CHEBI:33296	
WARN	multiple_asserted_superclasses	CHEBI:35605	rdfs:subClassOf	CHEBI:24833	
WARN	multiple_asserted_superclasses	CHEBI:35605	rdfs:subClassOf	CHEBI:36963	
WARN	multiple_asserted_superclasses	CHEBI:35881	rdfs:subClassOf	CHEBI:33242	
WARN	multiple_asserted_superclasses	CHEBI:35881	rdfs:subClassOf	CHEBI:33302	
WARN	multiple_asserted_superclasses	CHEBI:36093	rdfs:subClassOf	CHEBI:23114	
WARN	multiple_asserted_superclasses	CHEBI:36093	rdfs:subClassOf	CHEBI:24839	
WARN	multiple_asserted_superclasses	CHEBI:36244	rdfs:subClassOf	CHEBI:131927	
WARN	multiple_asserted_superclasses	CHEBI:36244	rdfs:subClassOf	CHEBI:33308	
WARN	multiple_asserted_superclasses	CHEBI:36244	rdfs:subClassOf	CHEBI:33575	
WARN	multiple_asserted_superclasses	CHEBI:36309	rdfs:subClassOf	CHEBI:26932	
WARN	multiple_asserted_superclasses	CHEBI:36309	rdfs:subClassOf	CHEBI:47882	
WARN	multiple_asserted_superclasses	CHEBI:36338	rdfs:subClassOf	CHEBI:33233	
WARN	multiple_asserted_superclasses	CHEBI:36338	rdfs:subClassOf	CHEBI:36340	
WARN	multiple_asserted_superclasses	CHEBI:36339	rdfs:subClassOf	CHEBI:36340	
WARN	multiple_asserted_superclasses	CHEBI:36339	rdfs:subClassOf	CHEBI:36344	
WARN	multiple_asserted_superclasses	CHEBI:36358	rdfs:subClassOf	CHEBI:24870	
WARN	multiple_asserted_superclasses	CHEBI:36358	rdfs:subClassOf	CHEBI:36357	
WARN	multiple_asserted_superclasses	CHEBI:36562	rdfs:subClassOf	CHEBI:33240	
WARN	multiple_asserted_superclasses	CHEBI:36562	rdfs:subClassOf	CHEBI:33579	
WARN	multiple_asserted_superclasses	CHEBI:36586	rdfs:subClassOf	CHEBI:36587	
WARN	multiple_asserted_superclasses	CHEBI:36586	rdfs:subClassOf	CHEBI:36963	
WARN	multiple_asserted_superclasses	CHEBI:36902	rdfs:subClassOf	CHEBI:33242	
WARN	multiple_asserted_superclasses	CHEBI:36902	rdfs:subClassOf	CHEBI:33304	
WARN	multiple_asserted_superclasses	CHEBI:36908	rdfs:subClassOf	CHEBI:33583	
WARN	multiple_asserted_superclasses	CHEBI:36908	rdfs:subClassOf	FOODON:03412972	
WARN	multiple_asserted_superclasses	CHEBI:36914	rdfs:subClassOf	CHEBI:24835	
WARN	multiple_asserted_superclasses	CHEBI:36914	rdfs:subClassOf	CHEBI:24870	
WARN	multiple_asserted_superclasses	CHEBI:36915	rdfs:subClassOf	CHEBI:36914	
WARN	multiple_asserted_superclasses	CHEBI:36915	rdfs:subClassOf	CHEBI:36916	
WARN	multiple_asserted_superclasses	CHEBI:36962	rdfs:subClassOf	CHEBI:33285	
WARN	multiple_asserted_superclasses	CHEBI:36962	rdfs:subClassOf	CHEBI:33304	
WARN	multiple_asserted_superclasses	CHEBI:36963	rdfs:subClassOf	CHEBI:25806	
WARN	multiple_asserted_superclasses	CHEBI:36963	rdfs:subClassOf	CHEBI:36962	
WARN	multiple_asserted_superclasses	CHEBI:37578	rdfs:subClassOf	CHEBI:24471	
WARN	multiple_asserted_superclasses	CHEBI:37578	rdfs:subClassOf	CHEBI:37577	
WARN	multiple_asserted_superclasses	CHEBI:38101	rdfs:subClassOf	CHEBI:24532	
WARN	multiple_asserted_superclasses	CHEBI:38101	rdfs:subClassOf	CHEBI:35352	
WARN	multiple_asserted_superclasses	CHEBI:38251	rdfs:subClassOf	CHEBI:33909	
WARN	multiple_asserted_superclasses	CHEBI:38251	rdfs:subClassOf	CHEBI:33976	
WARN	multiple_asserted_superclasses	CHEBI:38500	rdfs:subClassOf	CHEBI:25355	
WARN	multiple_asserted_superclasses	CHEBI:38500	rdfs:subClassOf	CHEBI:76870	
WARN	multiple_asserted_superclasses	CHEBI:38702	rdfs:subClassOf	CHEBI:24839	
WARN	multiple_asserted_superclasses	CHEBI:38702	rdfs:subClassOf	CHEBI:26714	
WARN	multiple_asserted_superclasses	CHEBI:39141	rdfs:subClassOf	CHEBI:17891	
WARN	multiple_asserted_superclasses	CHEBI:39141	rdfs:subClassOf	CHEBI:37527	
WARN	multiple_asserted_superclasses	CHEBI:39142	rdfs:subClassOf	CHEBI:15339	
WARN	multiple_asserted_superclasses	CHEBI:39142	rdfs:subClassOf	CHEBI:22695	
WARN	multiple_asserted_superclasses	CHEBI:46787	rdfs:subClassOf	CHEBI:33232	
WARN	multiple_asserted_superclasses	CHEBI:46787	rdfs:subClassOf	CHEBI:51086	
WARN	multiple_asserted_superclasses	CHEBI:48356	rdfs:subClassOf	CHEBI:39141	
WARN	multiple_asserted_superclasses	CHEBI:48356	rdfs:subClassOf	CHEBI:48354	
WARN	multiple_asserted_superclasses	CHEBI:48359	rdfs:subClassOf	CHEBI:39142	
WARN	multiple_asserted_superclasses	CHEBI:48359	rdfs:subClassOf	CHEBI:48354	
WARN	multiple_asserted_superclasses	CHEBI:48360	rdfs:subClassOf	CHEBI:48356	
WARN	multiple_asserted_superclasses	CHEBI:48360	rdfs:subClassOf	CHEBI:48359	
WARN	multiple_asserted_superclasses	CHEBI:49475	rdfs:subClassOf	CHEBI:33309	
WARN	multiple_asserted_superclasses	CHEBI:49475	rdfs:subClassOf	CHEBI:33560	
WARN	multiple_asserted_superclasses	CHEBI:49637	rdfs:subClassOf	BFO:0000004	
WARN	multiple_asserted_superclasses	CHEBI:49637	rdfs:subClassOf	CHEBI:24835	
WARN	multiple_asserted_superclasses	CHEBI:49637	rdfs:subClassOf	CHEBI:25585	
WARN	multiple_asserted_superclasses	CHEBI:49637	rdfs:subClassOf	CHEBI:33559	
WARN	multiple_asserted_superclasses	CHEBI:50910	rdfs:subClassOf	CHEBI:52209	
WARN	multiple_asserted_superclasses	CHEBI:50910	rdfs:subClassOf	CHEBI:64909	
WARN	multiple_asserted_superclasses	CHEBI:51143	rdfs:subClassOf	CHEBI:33302	
WARN	multiple_asserted_superclasses	CHEBI:51143	rdfs:subClassOf	FOODON:03412972	
WARN	multiple_asserted_superclasses	CHEBI:52090	rdfs:subClassOf	BFO:0000004	
WARN	multiple_asserted_superclasses	CHEBI:52090	rdfs:subClassOf	CHEBI:25696	
WARN	multiple_asserted_superclasses	CHEBI:52625	rdfs:subClassOf	CHEBI:24651	
WARN	multiple_asserted_superclasses	CHEBI:52625	rdfs:subClassOf	CHEBI:24835	
WARN	multiple_asserted_superclasses	CHEBI:58416	rdfs:subClassOf	CHEBI:139291	
WARN	multiple_asserted_superclasses	CHEBI:58416	rdfs:subClassOf	CHEBI:58941	
WARN	multiple_asserted_superclasses	CHEBI:64047	rdfs:subClassOf	CHEBI:33232	
WARN	multiple_asserted_superclasses	CHEBI:64047	rdfs:subClassOf	CHEBI:78295	
WARN	multiple_asserted_superclasses	CHEBI:72695	rdfs:subClassOf	CHEBI:25367	
WARN	multiple_asserted_superclasses	CHEBI:72695	rdfs:subClassOf	CHEBI:50860	
WARN	multiple_asserted_superclasses	CHEBI:78017	rdfs:subClassOf	CHEBI:64047	
WARN	multiple_asserted_superclasses	CHEBI:78017	rdfs:subClassOf	CHEBI:76414	
WARN	multiple_asserted_superclasses	CHEBI:83348	rdfs:subClassOf	CHEBI:139292	
WARN	multiple_asserted_superclasses	CHEBI:83348	rdfs:subClassOf	CHEBI:35757	
WARN	multiple_asserted_superclasses	CHEBI:83348	rdfs:subClassOf	CHEBI:58941	
WARN	multiple_asserted_superclasses	CL:0000000	rdfs:subClassOf	CARO:0000000	
WARN	multiple_asserted_superclasses	CL:0000000	rdfs:subClassOf	CARO:0000003	
WARN	multiple_asserted_superclasses	ECOCORE:00000012	rdfs:subClassOf	ECOCORE:00000010	
WARN	multiple_asserted_superclasses	ECOCORE:00000012	rdfs:subClassOf	ECOCORE:00000023	
WARN	multiple_asserted_superclasses	ECOCORE:00000034	rdfs:subClassOf	BFO:0000003	
WARN	multiple_asserted_superclasses	ECOCORE:00000034	rdfs:subClassOf	UBERON:0000105	
WARN	multiple_asserted_superclasses	ECOCORE:00000035	rdfs:subClassOf	BFO:0000003	
WARN	multiple_asserted_superclasses	ECOCORE:00000035	rdfs:subClassOf	UBERON:0000105	
WARN	multiple_asserted_superclasses	ECOCORE:00000036	rdfs:subClassOf	BFO:0000003	
WARN	multiple_asserted_superclasses	ECOCORE:00000036	rdfs:subClassOf	UBERON:0000105	
WARN	multiple_asserted_superclasses	ECOCORE:00000055	rdfs:subClassOf	CARO:0001010	
WARN	multiple_asserted_superclasses	ECOCORE:00000055	rdfs:subClassOf	ECOCORE:00000054	
WARN	multiple_asserted_superclasses	ECOCORE:00000077	rdfs:subClassOf	ECOCORE:00000076	
WARN	multiple_asserted_superclasses	ECOCORE:00000077	rdfs:subClassOf	NCBITaxon:2	
WARN	multiple_asserted_superclasses	ECOCORE:00000084	rdfs:subClassOf	CARO:0001010	
WARN	multiple_asserted_superclasses	ECOCORE:00000084	rdfs:subClassOf	ECOCORE:00000019	
WARN	multiple_asserted_superclasses	ECOCORE:00000085	rdfs:subClassOf	CARO:0001010	
WARN	multiple_asserted_superclasses	ECOCORE:00000085	rdfs:subClassOf	ECOCORE:00000019	
WARN	multiple_asserted_superclasses	ECOCORE:00000086	rdfs:subClassOf	CARO:0001010	
WARN	multiple_asserted_superclasses	ECOCORE:00000086	rdfs:subClassOf	ECOCORE:00000019	
WARN	multiple_asserted_superclasses	ECOCORE:00000088	rdfs:subClassOf	CARO:0001010	
WARN	multiple_asserted_superclasses	ECOCORE:00000088	rdfs:subClassOf	ECOCORE:00000010	
WARN	multiple_asserted_superclasses	ECOCORE:00000098	rdfs:subClassOf	CARO:0001010	
WARN	multiple_asserted_superclasses	ECOCORE:00000098	rdfs:subClassOf	ECOCORE:00000010	
WARN	multiple_asserted_superclasses	ECOCORE:00000122	rdfs:subClassOf	ECOCORE:00000076	
WARN	multiple_asserted_superclasses	ECOCORE:00000122	rdfs:subClassOf	ECOCORE:00000130	
WARN	multiple_asserted_superclasses	ECOCORE:00000136	rdfs:subClassOf	CARO:0001010	
WARN	multiple_asserted_superclasses	ECOCORE:00000136	rdfs:subClassOf	ECOCORE:00000019	
WARN	multiple_asserted_superclasses	ECOCORE:00000143	rdfs:subClassOf	CARO:0001010	
WARN	multiple_asserted_superclasses	ECOCORE:00000143	rdfs:subClassOf	ECOCORE:00000019	
WARN	multiple_asserted_superclasses	ECOCORE:00000144	rdfs:subClassOf	CARO:0001010	
WARN	multiple_asserted_superclasses	ECOCORE:00000144	rdfs:subClassOf	ECOCORE:00000019	
WARN	multiple_asserted_superclasses	ECOCORE:00000158	rdfs:subClassOf	CARO:0001010	
WARN	multiple_asserted_superclasses	ECOCORE:00000158	rdfs:subClassOf	ECOCORE:00000051	
WARN	multiple_asserted_superclasses	ENVO:00000015	rdfs:subClassOf	ENVO:00001999	
WARN	multiple_asserted_superclasses	ENVO:00000015	rdfs:subClassOf	ENVO:01000044	
WARN	multiple_asserted_superclasses	ENVO:00000015	rdfs:subClassOf	ENVO:01001319	
WARN	multiple_asserted_superclasses	ENVO:00000016	rdfs:subClassOf	ENVO:00001999	
WARN	multiple_asserted_superclasses	ENVO:00000016	rdfs:subClassOf	ENVO:01000044	
WARN	multiple_asserted_superclasses	ENVO:00000016	rdfs:subClassOf	ENVO:01001319	
WARN	multiple_asserted_superclasses	ENVO:00000134	rdfs:subClassOf	ENVO:00001998	
WARN	multiple_asserted_superclasses	ENVO:00000134	rdfs:subClassOf	ENVO:01001125	
WARN	multiple_asserted_superclasses	ENVO:00000428	rdfs:subClassOf	ENVO:01000254	
WARN	multiple_asserted_superclasses	ENVO:00000428	rdfs:subClassOf	ENVO:01001110	
WARN	multiple_asserted_superclasses	ENVO:00002040	rdfs:subClassOf	ENVO:01000155	
WARN	multiple_asserted_superclasses	ENVO:00002040	rdfs:subClassOf	ENVO:01000814	
WARN	multiple_asserted_superclasses	ENVO:00010483	rdfs:subClassOf	BFO:0000024	
WARN	multiple_asserted_superclasses	ENVO:00010483	rdfs:subClassOf	BFO:0000040	
WARN	multiple_asserted_superclasses	ENVO:01000295	rdfs:subClassOf	ENVO:01000044	
WARN	multiple_asserted_superclasses	ENVO:01000295	rdfs:subClassOf	ENVO:01000325	
WARN	multiple_asserted_superclasses	ENVO:01000295	rdfs:subClassOf	ENVO:01001308	
WARN	multiple_asserted_superclasses	ENVO:01000307	rdfs:subClassOf	ENVO:01000317	
WARN	multiple_asserted_superclasses	ENVO:01000307	rdfs:subClassOf	ENVO:01001040	
WARN	multiple_asserted_superclasses	ENVO:01000317	rdfs:subClassOf	ENVO:01000997	
WARN	multiple_asserted_superclasses	ENVO:01000317	rdfs:subClassOf	ENVO:01000998	
WARN	multiple_asserted_superclasses	ENVO:01000349	rdfs:subClassOf	CARO:0000000	
WARN	multiple_asserted_superclasses	ENVO:01000349	rdfs:subClassOf	ENVO:01000155	
WARN	multiple_asserted_superclasses	ENVO:01000624	rdfs:subClassOf	ENVO:01000724	
WARN	multiple_asserted_superclasses	ENVO:01000624	rdfs:subClassOf	ENVO:02500031	
WARN	multiple_asserted_superclasses	ENVO:01000637	rdfs:subClassOf	ENVO:00002297	
WARN	multiple_asserted_superclasses	ENVO:01000637	rdfs:subClassOf	ENVO:00010483	
WARN	multiple_asserted_superclasses	ENVO:01000804	rdfs:subClassOf	BFO:0000030	
WARN	multiple_asserted_superclasses	ENVO:01000804	rdfs:subClassOf	ENVO:00002297	
WARN	multiple_asserted_superclasses	ENVO:01000813	rdfs:subClassOf	BFO:0000024	
WARN	multiple_asserted_superclasses	ENVO:01000813	rdfs:subClassOf	ENVO:00002297	
WARN	multiple_asserted_superclasses	ENVO:01000817	rdfs:subClassOf	ENVO:01000813	
WARN	multiple_asserted_superclasses	ENVO:01000817	rdfs:subClassOf	ENVO:01001110	
WARN	multiple_asserted_superclasses	ENVO:01000818	rdfs:subClassOf	ENVO:00000131	
WARN	multiple_asserted_superclasses	ENVO:01000818	rdfs:subClassOf	ENVO:03000110	
WARN	multiple_asserted_superclasses	ENVO:01000982	rdfs:subClassOf	ENVO:01000981	
WARN	multiple_asserted_superclasses	ENVO:01000982	rdfs:subClassOf	ENVO:02500031	
WARN	multiple_asserted_superclasses	ENVO:01001033	rdfs:subClassOf	CARO:0000000	
WARN	multiple_asserted_superclasses	ENVO:01001033	rdfs:subClassOf	ENVO:01001110	
WARN	multiple_asserted_superclasses	ENVO:01001033	rdfs:subClassOf	ENVO:2100000	
WARN	multiple_asserted_superclasses	ENVO:01001040	rdfs:subClassOf	ENVO:01000314	
WARN	multiple_asserted_superclasses	ENVO:01001040	rdfs:subClassOf	ENVO:01000998	
WARN	multiple_asserted_superclasses	ENVO:01001044	rdfs:subClassOf	ENVO:01000997	
WARN	multiple_asserted_superclasses	ENVO:01001044	rdfs:subClassOf	ENVO:01000998	
WARN	multiple_asserted_superclasses	ENVO:01001053	rdfs:subClassOf	ENVO:01001040	
WARN	multiple_asserted_superclasses	ENVO:01001053	rdfs:subClassOf	ENVO:01001052	
WARN	multiple_asserted_superclasses	ENVO:01001055	rdfs:subClassOf	ENVO:01000254	
WARN	multiple_asserted_superclasses	ENVO:01001055	rdfs:subClassOf	ENVO:01001110	
WARN	multiple_asserted_superclasses	ENVO:01001057	rdfs:subClassOf	ENVO:01000254	
WARN	multiple_asserted_superclasses	ENVO:01001057	rdfs:subClassOf	ENVO:01001110	
